sentiment,review
1, Presto Electric Tea Kettle: This is an excellent product. It fits my needs well. The whistle lets me know when the water has boiled and the fact that you can remove the kettle from the base to pour the water is even more conveneient.
1, excellent music: I Don't own this cd yet (will soon) but the songs I have heard were great. My Fav. song is 'It's My Life'.
0, dissapointin: Ud think after five years theyd come back with quality material ... sadly not its my life and one wild night are barely ok the rest is garbage dissapointin and i thought their first two albums were incredible .. where are those rock anthems shot through the heart etc.....
1, Welcome back!: Crush is a good CD-not one of Bon Jovi's best
1, Excellent: I bought this album
0, are you kidding?: I'm sorry but this has to be the worse excuse for a music CD....totally dissapointed at Bon Jovi. This CD has ONE song worthy of being called Bon Jovi style music
1, Such great stories!: I could not put this down
1, An eloquent
1, One of the best movies with a goose bumped ending.: Voices is one of the most captivating movies ever made. The movie tells the story of a starry-eyed singer trying to make the big time and a deaf dancer who wants to be as successful. Inevitably
0, Drawn by the radio: I was moved to buy the album by their amazing song
1, Tinker
1, if you are a graham greene virgin you'll get hooked: this is a lovely portrayal of havana in the 1960's with a wacky vacuum cleaner salesman turn MI6 agent
1, a fascinating story: Maybe isn't it the most none story of G. Greene but this is a real intresting. He desribe Cuba before the revolution with a great talent and give an idea of the hidden World of the secret agent.
0, defective disc Number 4: This review pertains to the audiobook cd set. Disc 4 had some kind of flaw that would stop the disc and keep it stuck in the drive
1, Greene at his Most Optimistic: This is the fifth Graham Greene novel I've read
0, Ok in a hurry but...: This is OK if you are in a super hurry and have no other options. But
1, Good overall
1, Hard to beat Clive Barker: I have been a Clive Barker fan for a long time now and i've never read one of his books and not enjoyed it. The great and secret show is less old fashioned horror and more fantasy although it still has some quality scares in it. The imagination and concepts Barker has in this book are almost theological in scope and will definately absorb a thinking reader. The story worked well and kept me involved till the end. I am looking forward to reading Everville now as a sequal to this book. You will not be dissapointed with this book or with any Clive Barker book.
0, This refers to the 'abridged' audiobook
1, Blues at the top!: Excellent CD. Ann Hampton Callaway is a first class singer
1, Blues in the Night: Great selection of music. Callaway performs with great respect for lyric and melody. Good listening.
1, Makes drawing easy: A good and cheaper alternitive to getting a scanner. Helps makes drawings look professional.
1, Very High Regard: Recently
1, love it: I love this thing! Even if only for grating cheese it is awesome. I am still trying to figure out the slicer...I have both sizes but both seem to slice squash very thin. That is likely user error though.
1, Christmas gift: Delivery was fast. All the different attachments will be great for lots of different food items. Being professional grade it should last for years.All in all we are pleased with this item.
1, DA BOMB!!!!: Wow! This thing ROCKS! The only thing that would make it better is if it was self cleaning. I love it.
0, not what I expected: I purchased the salad shooter primarily to shred lettuce. The lettuce becomes mushy even when fresh lettuce is used. I have returned to shredding the lettuce with my hands and a knife. I also found that it did not work well for celery as it clogs up and does not always give nice slices.
0, Well engineered but highly time consuming to clean: While the Presto 02970 is functionally well engineered
0, Repackaged item sent as new. Item was broken upon receipt.: I have no complaints about the Presto Salad shooter
1, Works as expected: I just recently purchased this Salad Shooter because my daughter has one which has lasted and worked quite well. So far
1, NO MORE Missing Knuckles!!!!: I love spending time in the kitchen baking and cooking
0, super shooter: What a great machine
0, Worthless: I hope this is recyclable
0, WONT CUT AND COMES OUT MUSHY: THIS WAS THE MOST REGRETING PURCHASE I HAVE EVER BOUGHT! IT WONT CUT RIGHT
0, Presto/Shredder Pro 02970: I've had over the last 15 years the now extinct Chipper.It has been very adequate. Sliced thin chips and shred all cheeses. Time caught up with 2nd unit. I decided to buy the Pro unit to fill our needs. Definitely faster and stronger. Cones supplied do not have thin slice available. I have two sets of thin slice cones from the Chipper.Modified the shaft to shorter length. Now works with this new unit.Expect lots of service life in this metal gear unit. If you become depend on these gizmos
